;description;lien
723;"يعد كتاب أحكام القرآن لابن العربي (543 هـ) من أمهات الكتب التي تبين أسرار القرآن ، ومآخذ الأحكام ، عرض فيه المؤلف آيات الأحكام مرتبة على حسب ورودها في السور، وعقب على كل آية بما يستخلص منها من أحكام 
ونجده في منهجه يتتبع سور القرآن الكريم، ويستخرج منها آيات الأحكام، فيذكر الآية ويشرح كلماتها، ويحلل معانيها، ثم يورد ما فيها من أحكام ومسائل فقهية، ويؤصل جميع ذلك بالأدلة الصحيحة، ثم يذكر أقوال الصحابة والتابعين وآراء الأئمة المجتهدين ويقارن بينها، وهو في الغالب يصدر بمذهب مالك ويناصره، وقد يخالفه إن رأى الحجة إلى جانب معارضه، وربما رجح رأي بعض أصحابه على قوله، وناقض الشافعي وأبو حنيفة النعمان في كثير من آرائهما
";https://www.sifatusafwa.com/ar/تفاسير-كاملة/tafsir-ibn-al-arabi-ahkam-al-quran.html#/30-edition-1_volume
724;"قد اهتم الإمام ابن عرفة (803 هـ) رحمه الله في تفسيره هذا بالتالي
 اهتمامه بمشكل التفسير وتوجيه المتشابه تصيد دقائق التفسير ولطائفه المنضبطة بضوابط اللغة وقواعد الشرع، مما تحتمله آيات الكتابتعقب أقوال الأئمة في التفسير، من ضريب ابن عطية والزمخشري والفخر وأبي حيان، عاضدا أو منتقدا أو مستدركا، غير هياب ولا متردداستفادته القصوى من جميع حقول المعرفة الإسلامية في تفسير كتاب الله
حققه أربعة من المحققين و هذه التحقيقات ثمرة رسائل جامعية و هو عمل علمي رائع
";https://www.sifatusafwa.com/ar/تفاسير-كاملة/tafsir-ibn-arafa-al-maliki-5-volumes.html
725;"تفسير ابن كثير من أهم التفاسير الأثرية مع وجازة لفظه وشمول معانيه وقد جعل الله له قبولا عظيما بين الناس خاصة وعامةومن أهم مميزات تفسير ابن كثير رحمه الله :اختياره أحسن الطرق في تفسير القرآن مثل تفسير القرآن بالقرآن وتفسير القرآن بالسنة وتفسير القرآن بأقوال الصحابة والتابعين .اهتمامه باللغة وعلومها واهتمامه بالأسانيد ونقدها ..اهتمامه بذكر القراءات وأسباب النزول ..قال السيوطي : وله ( أي ابن كثير ) التفسير الذي لم يؤلف على نمطه مثله .وقال الشوكاني : وله التفسير المشهور وهو في مجلدات وقد جمع فيه فأوعى ونقل المذاهب والأخبار والآثار و تكلم بأحسن الكلام و أنفسه وهو من أحسن التفاسير إن لم يكن أحسنهاوقال أحمد شاكر في عمدة التفسير عن الحافظ ابن كثير : وبعد فإن تفسير الحافظ ابن كثير أحسن التفاسير التي رأينا وأجودها وأدقها بعد تفسير إمام المفسيرين أبي جعفر الطبري
طبعة في حجم كبير (20*28 سم) في مجلد واحد كبير (أكثر من 1400 صفحة) من غير تحقيق و لا تعليق
";https://www.sifatusafwa.com/ar/تفاسير-كاملة/tafsir-ibn-kathir-gathered-in-1-volume.html
726;"هذا الكتاب هو محاولة لاكتشاف جهود الإمام ابن أبي حاتم الرازي و عنايته  بمصطلح الحديث و مفاتيحه وهو يعد من أهم الأبحاث و الدراسات التي تناولت كتاب ""الجرح والتعديل"" (327 هـ)
";https://www.sifatusafwa.com/ar/جرح-و-تعديل/al-mustalah-al-hadithi-min-khilal-kitab-al-jarh-wa-ta-dil-li-ibn-abi-hatim.html
727;"كان للنساء دور بارز في سماع الحديث، ثم في روايته وتبليغه، ولم يخل بعد ذلك عصر من وجود الروايات المسندات. والمطلع على كتب رواة الحديث وكتب التراجم، يجد فيها عدداً لا بأس به، من المحدثات اللاتي سمعن الحديث وروينه، وأخذ عنهن كبار الحفاظ والمسندين. وقد امتد اهتمام النساء بالحديث وروايته إلى القرون اللاحقة، امتدت إلى القرن الثامن وهذا يعني أن جهود المرأة الحديثية في القرن الثامن، الذي هو موضوع البحث في هذا الكتاب، لم تكن بدعاً، وإنما هو امتداد لجهودها منذ القرن الأول. هذا وقد فاقت العناية بعلم الحديث في القرن الثامن الهجري سائر العلوم، ولم يشذ نشاط المرأة العلمي والحديثي في هذا القرن عن نشاط الرجل، فإن جل النساء اللاتي ترجم لهن في المائة الثامنة كان لهن عناية بعلم الحديثومن خلال هذا الكتاب يحاول المؤلف إلقاء الضوء على دور النساء في هذا العلم لذاك القرن. ""الثامن الهجري"". وأما عن سبب اختياره لهذا القرن، فهو راجع لما عرف فيه من أعلام نساء كنّ شيخات لعدد من كبار حفاظ ومحدثي العصر المملوكي (ابن تيمية و ابن القيم و الذهبي و المزي و ابن كثير و ابن دقيق العيد و ابن رجب و غيرهم). ومن أهم المصادر التي رجع إليها الباحث في عمله هذا، كتاب الوفيات لابن رافع السلامي، والعقد الثمين للفاسي، والعبر وذيوله، وشذرات الذهب لابن العماد، ثم أعلام النساء للكحالة
طبعة عام 1997
";https://www.sifatusafwa.com/ar/جرح-و-تعديل/juhood-al-mar-ah-fi-riwaayah-al-hadeeth.html
728;"كتاب الضعفاء للحافظ أبي نعيم الأصبهاني (430 هـ) كتاب يبحث في الرواة والفحص عن أحوالهم وأديانهم والكشف والبحث عن صدقهم وكذبهم وإتقانهم وضبطهم وضعفهم ووهائهم وخطئهم
طبعة محققة
";https://www.sifatusafwa.com/ar/جرح-و-تعديل/kitab-ad-du-afah-by-hafidh-abu-na-im-al-asbahani-430h.html
729;"منظومة في أسماء المدلسين للحافظ أحمد بن إبراهيم المقدسي (765 هـ)
طبعة محققة مع تعليقات مفيدة للمحقق
";https://www.sifatusafwa.com/ar/جرح-و-تعديل/mandhumah-fi-asma-al-mudalisin-shihab-ad-din-al-maqdissi-765h.html
730;"يُقصد بالمصطلحات الحديثية المعرفة كل الألفاظ الحديثية الاصطلاحية التي تم شرحها ضرباً من الشرح في تخصص علم الحديث، وفي أي قرن من القرون. يهدف هذا المشروع لجمع جهود العلماء السابقين في مجال بيان المراد من الألفاظ الاصطلاحية الحديثية في مختلف القرون، ووضعها رهن إشارة الدارسين المصطلحيين المعاصرين، موثقةً مصنفةً، للاستفادة منها ودراستها. نقدم لكم هذا البحث القيم في هذا الكتاب الذي بين ايديكم
وهذا المعجم نتاج عمل موسوعي ببليوغرافي طيلة السنوات السابقة، وقد خطط له وأشرف عليه أ.د. الشاهد البوشيخي، وجمع مادته تسعة أساتذة متخصصين
ويتميز هذا القاموس بعدة ميزات من أبرزها إحصاء المصادر الحديثية مرتبة حسب تاريخ وفاة أصحابها واحدًا بعد آخر، مع ترتيب تعاريف المصطلح الواحد حسب وفاة الشراح الأقدم فالذي يليه، وهذا ما يسهل على القارئ تتبع تطور دلالة المصطلحات في المراحل التاريخية المختلفة
مع ترتيب تلك المصطلحات ألفبائيًّا، وترتيب التعاريف تاريخيًّا، وتوثيق المادة العلمية كلّها، ليحقق المعجم بذلك ثلاثة مقاصد: حصر المصطلحات، وتحرير التعاريف، والترتيب المناسب
";https://www.sifatusafwa.com/ar/جرح-و-تعديل/mu-jam-at-tarikhi-li-mustalahat-al-hadithiyah-al-ma-rrafah.html
731;"طبقات المحدثين بالقيروان من الفتح الإسلامي إلى القرن الخامس الهجري
";https://www.sifatusafwa.com/ar/جرح-و-تعديل/tabaqat-al-muhaddithin-bil-qayrawan-until-the-5th-century-of-hegira.html
732;"دلالة العهد القديم و العهد الجديد, و المنطق, و التاريخ على أن يسوع المسيح بشر رسول من عند ربه و خالقه و أنه ليس رباً و لا ابن الرب, و لا إلهاً و لا ابن الإله
طبعة جميلة مع التشكيل لبعض النصوص
";https://www.sifatusafwa.com/ar/جميع-كتب-الموقع/is-the-messiah-jesus-god-evidence-and-arguments-harakat.html
733;"كتيب جيد جداً، أفضل ما فيه الخطوات العملية للحفظ والتثبيت والمراجعة سواء للكبار أو الصغار، كانت مفصلة بشكل بسيط وسهل التنفيذ
";https://www.sifatusafwa.com/ar/حفظ-القرآن/comment-mémoriser-le-coran-en-dix-étapes-.html
734;"This pack includes 2 books on memorising the Qur'an and similar verses:
A learning Mushaf, with annotations of similar verses, as well as some linguistic explanations
A work that aims to facilitate the learning and revision of the Qur'an by making different lists and tables concerning the Moutachabihat.
This work has been reviewed and prefaced by two eminent Azhari scholars of the Qur'an.
";https://www.sifatusafwa.com/ar/حفظ-القرآن/i-anah-at-talibin-ala-al-hifdh-wa-at-tamkin-fi-mutashabihat-al-quran.html
735;"تقوم فكرة ""مصحف الحفظ الميسر"" على استخدام الروابط لتيسير حفظ وتذكر الآيات، كما تعين هذه الروابط القارئ أو الحافظ لكتاب الله على مزيد من التدبر لآيات القرآن الكريم
ويعمد مبتكر هذه الطريقة على الخصوص إلى تقسيم كل صفحة من صفحات المصحف إلى جزأين أو مقطعين؛ مقطع أول في أعلى الصفحة وله أرضية صفراء، ومقطع ثان في أسفل الصفحة وله أرضية زرقاء، ليحفظ كل جزء أو مقطع على حدة
يحتوي على
1690 وقفة تدبرية
معاني كلمات
كلمات قرآنية قد تفهم خطأً
الآيات المتشابهة
";https://www.sifatusafwa.com/ar/حفظ-القرآن/mushaf-al-hifdh-al-muyassar-warsh.html
736;"تيسير متشابهات القرآن وعلومه, في هذا الكتاب جمع المؤلف الآيات التي تتشابه كقوله تعالى على سبيل المثال: ((فاصبر إن وعد الله حق)) في ثلاثة مواضع من القرآن الكريم, اثنان في سورة غافر و واحد في سورة الروم و هكذا في جميع المصحف بترتيب السور في المصحف, ثم بوب المؤبف أبوابا في علم المتشابهات
قدم لهذا الكتاب ثلاثة من العلماء المتخصصين في القرآن من علماء مصر: د. أحمد عيسى المعصراوي و د. عبد الكريم إبراهيم صالح و الشيخ جمال أحمد فياض
";https://www.sifatusafwa.com/ar/حفظ-القرآن/taysir-mutashabihat-al-quran-wa-ulumih-ali-fahmi-an-nuzhi.html
737;"هذه الكراسة لحفظ القرآن ومراجعته, فهي كراسة ملاحظات للمعلم وتلميذه حيث يتم تسجيل أيام التحفيظ والمراجعة وأجزاء القرآن التي تُقرأ مع التقدير للطالب في هذا كله، وكل ذلك بنظام تدوين وتوقيع من قبل ولي أمر التلميذ
يوجد في المقدمة شرح لنظام التسجيل والنقاط التي يمكن منحها للطالب
حجم ​​(12*17 سم) مطبوع باللونين الأزرق والأسود للأولاد
سعر المجموعة: يتم تخفيض السعر بنسبة 25٪ من شراء 10 نسخ
";https://www.sifatusafwa.com/ar/حفظ-القرآن/the-learning-check-book-for-the-hafiz-for-boy.html
738;"هذه الكراسة لحفظ القرآن ومراجعته, فهي كراسة ملاحظات للمعلم وتلميذه حيث يتم تسجيل أيام التحفيظ والمراجعة وأجزاء القرآن التي تُقرأ مع التقدير للطالب في هذا كله، وكل ذلك بنظام تدوين وتوقيع من قبل ولي أمر التلميذ
يوجد في المقدمة شرح لنظام التسجيل والنقاط التي يمكن منحها للطالب
حجم ​​(12*17 سم) مطبوع باللونين الوردي والأسود للبنات
سعر المجموعة: يتم تخفيض السعر بنسبة 25٪ من شراء 10 نسخ
";https://www.sifatusafwa.com/ar/حفظ-القرآن/the-learning-check-book-for-the-hafiz-for-girl.html
739;"كتاب ""البيان في عد آي القرآن"" للداني من أكبر الكتب المؤلفة في علم العدد القرآني, جمع فيه مؤلفه مادة الكتب القديمة السابقة له في موضوع عدد آيات السور و تعيين رؤوسها و عدد كلمات القرآن و حروفه و عدد أجزائه و مواضعها
طبعة رائعة محققة
";https://www.sifatusafwa.com/ar/حول-القرآن-والتفسير/al-bayan-fi-addi-ay-al-qur-an-abi-umar-ad-dani-444h.html
740;"فتاوى للشيخ الفوزان حول القرآن الكريم: آداب التلاوة - حفظه و نسيانه - فضائل السور - قصص القرآن - علوم القرآن
طبعة جميلة - طباعة بالحبر الأسود و الأحمر على ورق شمواه
";https://www.sifatusafwa.com/ar/حول-القرآن-والتفسير/al-qu-ran-al-karim-abad-hifdh-fadail-ulum-qasas-al-fawzan.html
741;"أول موسوعة علمية حديثية محققه في أسباب نزول آي القرآن الكريم
";https://www.sifatusafwa.com/ar/حول-القرآن-والتفسير/collection-of-hadiths-of-the-causes-of-revelation-al-isti-aab-fi-bayan-al-asbab.html
742;"هذا الكتاب كتاب جليل القدر معجمي ، مرتب على الأحرف الأبجدية ، ينظر في كل لفظ من ألفاظ القرآن الكريم (الكلمات و الأفعال و الحروف) ثم يسرد لكل لفظ الآيات التي يوجد فيها هذا اللفظ, فيذكر أول الآية ويذكر رقم السورة واسمها ورقم الآية
طبعة رائعة عالية الجودة
";https://www.sifatusafwa.com/ar/حول-القرآن-والتفسير/complete-alphabetical-index-of-the-words-of-the-quran-2-volumes.html
743;"دلائل الإعجاز للإمام عبد القاهر الجرجاني (ت٤٧١هـ)
ويليه الإنجاز بوعد التعليق على دلائل الإعجاز للإمام محمد الطاهر ابن عاشور (ت١٣٩٣هـ)
طبعة جميلة في مجلد كبير (ما يقرب من 600 صفحة) محققة بتحقيق دكتور من جامعة أكادير - المملكة المغربية
";https://www.sifatusafwa.com/ar/حول-القرآن-والتفسير/dalaa-il-al-i-jaaz-by-imam-abdul-qaahir-al-jarjaani-471h.html
744;"يضم كتاب فضائل القرآن لأبي عبيد القاسم بن سلام الهروي بين دفتيه واحدًا وسبعين بابًا في قضايا تتعلق بالقرآن العظيم، ويمكن تقسيم هذه القضايا خمسة أقسام:
أ - قسم يتناول قضايا تتعلق بفضل القرآن، واتباعه، والعمل به، وتعظيم أهله، ونحو ذلك
ب - والثاني يتناول فضائل سور القرآن وآياته
ج - والثالث يتصل بحامل القرآن وقارئه
د - والرابع يتصل بالمصاحف وبعض الأحكام المتعلقة بها؛ كبيعها وشرائها
هـ - والخامس يتعلق بقراءات القرآن وحروفه
بوَّب أبو عبيد الكتاب، وجع لكل باب عنوانًا أورد تحته ما يناسبه من أحاديث وآثار
عقَّب أبو عبيد على بعض النصوص التي أوردها بشرح غامض، أو تبيين مستغلق، أو إيضاح لحكم شرعي تضمنَتْه النصوص
";https://www.sifatusafwa.com/ar/حول-القرآن-والتفسير/kitab-fadail-al-qur-an-al-qasim-ibn-salam-224h.html
745;"رسالة للشيخ محمد البازمول حول موضوع المتشابه اللفظي في القرآن, فرسالته ""مبادئ المتشابه اللفظي في القرآن العظيم "" تعتبر مدخلا إلى هذا العلم من علوم القرآن الكريم
";https://www.sifatusafwa.com/ar/حول-القرآن-والتفسير/mabadih-al-mutashabih-al-lafdhi-fi-al-quran-al-adhim-muhammad-bazmul.html
746;"محاضراتٌ في الشُّبُهاتِ المزعومةِ حولَ القرآنِ الكريم, يُعَدُّ الردُّ على الشُّبهاتِ التي وجِّهتْ إلى القرآنِ الكريمِ أحدَ أنواعِ علومِ القرآنِ التي يُرادُ منها دفعُ الطُّعونِ تُجاهَ كتابِ اللهِ عزَّ وجلَّ، وقد رُوعِيَ في هذا الكتابِ التركيزُ على الشُّبَهِ الكِبارِ التي لها شُيوع، وكثُرَ تداولُها في الأوساطِ المختلفةِ ممَّن يَدينونَ بغيرِ الإسلام، أو مِن الفِرَقِ الضالَّةِ المنحرفةِ المنسوبةِ له، كما حُرِصَ على السهولةِ والوضوحِ في العَرضِ والردِّ، وانتقاءِ العبارةِ المألوفةِ لدى المتلقِّي، وخُتمتْ كلُّ محاضَرةٍ بأهمِّ المصادرِ التي تمكِّنُ الدارسَ من العودةِ إليها في الموضوعِ المتحدَّثِ عنه مع مجموعةٍ من الأسئلةِ التدريبية
طبعة مخرجة الأحاديث مع التشكيل لبعض النصوص
";https://www.sifatusafwa.com/ar/حول-القرآن-والتفسير/muhadarat-fi-shubuhat-hawla-al-qur-an-al-karim-dr-hazem-al-saeed.html
747;"تعليقات الشيخ ابن باز على مقدمة تفسير الحافظ ابن كثير وتفسير سورة الفاتحة
طبعة سعودية معتمدة
";https://www.sifatusafwa.com/ar/حول-القرآن-والتفسير/ta-liqat-ibn-baz-ala-muqaddimah-tafsir-ibn-kathir-wa-tafsir-al-fatiha.html
748;"قيـض اللَّـه سبحانه وتعالى لهـذا القـرآن رجـالًا جعلـوه فـي قلوبهــم وأعمالهـم؛ وكـان على رأسـهــم صحــابة رسول اللَّـه الذين كانـت لهــم جهود عظيمـة بذلوها في تعليمه والعناية به ابتغاء رضوان اللَّـه، فانطلقوا يجوبون الفيافي والقفار، ويقطعون المفاوز والبحار، ينشرون القرآن في أصقاع الأرض. ويأتي كتابنا هذا ليبين جهودهم والمنهج النبوي الأصيل الذي اتبعوه في سبيل ذلك؛ لندرك عظيم المسؤولية الملقاة على عواتقنا للسير على خطاهم واقتفاء آثارهم المباركة {أولئك الذين هدى الله فبهداهم اقتده}, والأمة إلى الآن ما تـزال ناعمـة في آثـار علمهـم وعدلهم وجهادهـم إلى يـوم القيامـة:
أولئــك أتـبــاع النـبـي وحــزبـه ولولاهم ما كان في الأرض مسلم
";https://www.sifatusafwa.com/ar/حول-القرآن-والتفسير/the-efforts-of-the-companions-in-teaching-the-qur-an-and-its-practice.html
749;"يقول أيمن رشدي سويد: ظهر على مر العصور أقوام أبوا إلا أن يقرؤوا كتاب الله تعالى بالألحان الموسيقية المخترعة المبتدعة متنكبين في ذلك جادة الصواب, مخالفين للنقل المتواتر لكتاب الله تعالى كل ذلك من أجل أن يستميلوا قلوب العوام و يطربوهم و ينالوا منهم المال و الجاه
ولما ظهرت في عصرنا المخترعات الحديثة و منها آلات تسجيل الصوت و الصورة صار الناس يسجلون على تلك الآلات كل شيء و من ذلك القرآن الكريم بأصوات قراء كثيرين جدا و أغلب هؤلاء يراعون الأنغام الموسيقية حتى صار العوام الذين ما شموا رائحة علم التجويد و القراءة يقولون: إن قراءة فلان ممتازة و قراءة فلان رائعة
فإعادة للحق إلى نصابه و دفاعا عن القرآن و قرائه رأيت من واجبي أن أجمع هذه الورقات من فتاوى العلماء قديما و حديثا في موضوع قراءة القرآن الكريم بالأنغام و الألحان المستفادة من علم الموسيقى ليكون المسلم على بصيرة من أمره
قدم له الشيخ عبد العزيز بن باز
";https://www.sifatusafwa.com/ar/حول-القرآن-والتفسير/the-judgment-of-reciting-the-quran-by-singing-dr-ayman-souwayd.html
750;"كتاب رائع حول تدبر القرآن لشيخين من المهتمين بالقرآن الكريم الدكترو أحمد عيسى المعصراوي (شيخ عموم المقارئ المصرية و رئيس لجنة مراجعة المصحف) و الدكتور عبد الكريم إبراهيم صالح (رئيس قسم علوم القرآن بكلية القرآن الكريم بالأزهر و عضو لجنة مراجعة المصحف)
يتحدث الكتاب عن الأعمال التي تساعد على تدبر القرآن مثل: الإخلاص و الاستعاذة و التجويد و الإصغاء و الأوقات الفاضلة و قيام الليل, إلخ. كما يتحدث عن الأمور التي تمنع التدبر مثل: الكبر و الغفلة و أمراض القلوب و الذنوب,إلخ. ثم يتحدث عن ثمرات تدبر القرآن مثل: الخشوع و الاستنباط و العمل بما فيه
كتاب نافع لكل مسلم و مسلمة
";https://www.sifatusafwa.com/ar/حول-القرآن-والتفسير/treaty-on-the-meditation-of-the-quran-dr-a-ma-sarawi-dr-a-salih.html
751;"بحث للدكتور أبي بكر بن محمد فوزي البخيت حول الحِكَم من المعاملات في آيات القرآن الكريم
طبعة عالية الجودة
";https://www.sifatusafwa.com/ar/حول-القرآن-والتفسير/wisdoms-in-the-transactions-in-the-holy-qur-an.html
752;"إن من تمام إتقان الشيء معرفة أصله ونشأته، أي معرفة تاريخه وسيرة حياته، وكما أن لكل أمّةٍ تاريخًا تسجّل صفحاتُه أصلَها وحياتها ومراحل تطوّرها، وأحداث عصورها، وإنجازات رجالها؛ فلا نعرف صفاتها وخصائصها وحضارتها إلّا إذا عرفنا تاريخها، فكذلك العلم، لا بدّ لمن أراد إتقانه والاختصاص به، من معرفة نشأته ومراحل تطوّره، وما أنتج علماؤه في كل مرحلة من مراحله.
";https://www.sifatusafwa.com/ar/حول-اللغة-العربية/adhwae-ala-tarikh-ulum-al-arabiyyah-dr-mazin-al-mubarak.html
753;"التهذيب بمحكم الترتيب (الجمع بين كتابي لحن العامة لأبي بكر الزبيدي - 379 هـ) لابن شهيد الأندلسي (426 هـ) كتاب في اللغة العربية من إمام في هذا العلم, مرتب على حروف الهجاء, يصحح الأخطاء الشائعة بين العوام في زمانه
طبعة محققة مع التشكيل لأغلب النصوص
";https://www.sifatusafwa.com/ar/حول-اللغة-العربية/at-tahdhib-bi-muhkam-at-tartib-ibn-shuhayd-al-andalusi-426h.html
754;"يأتي كتاب (حاجة العلوم الإسلامية إلى اللغة العربية: دراسة تأصيلية تطبيقية) للدكتور حسن يشو؛ ليعالج العلاقة الحيوية والهوياتية بين اللغة العربية والشريعة الإسلامية مبيناً الخصائص الألسنية للغتنا الجميلة وأهميتها ومدى حاجة العلوم الإسلامية إليها ولاسيما علم التوحيد، وعلوم القرآن والتفسير، وأصول الفقه، ومقاصد الشريعة، وعلم الدعوة إلى الله.. وقد ظهر في وقته ليملأ فراغا ويسد مسدًّا طالما عانت منه المكتبة العربية والإسلامية في العصر الحديث
";https://www.sifatusafwa.com/ar/حول-اللغة-العربية/hajat-al-ulum-al-islamiyyah-ila-al-lughah-al-arabiyyah.html
755;"الباب الأول: في تاريخ اللغة نشأتها و تفرعها و ما يتصل بذلك
الباب الثاني: في تاريخ الرواية و مشاهير الرواة و ما تقلب من ذلك الشعر و اللغة
الباب الثالث: في منزلة القرآن الكريم من اللغة و إعجازه و تاريخه, و في البلاغة النبوية و نسق الإعجاز فيها
الباب الرابع: في تاريخ الخطابة و الأمثال: جاهلية و إسلاما
الباب الخامس: في تاريخ الشعر العربي و مذاهبه و الفنون المستحدثة منه و ما يلتحق بذلك
الباب السادس: في حقيقة القصائد المعلقات و درس شعرائها
الباب السابع: في أطوار الأدب العربي و تقلب العصور به و تاريخ أدب الأندلس إلى سقوطها و مصرع العربية فيها
الباب الثامن: في تاريخ الكتابة و فنونها و أساليبها و رؤساء الكتاب و ما يجري هذا المجرى
الباب التاسع: في حركة العقل العربي و تاريخ العلوم و أصناف الآداب: جاهلية و إسلاما
الباب العاشر: في التأليف و تاريخه عند العرب و نوادر الكتب العربية
الباب الحادي عشر: في الصناعات اللفظية التي أولع بها المتأخرون في النظم و النثر و تاريخ أنواعها
الباب الثاني عشر: في الطبقات و شيء من الموازنات
قال وائل حافظ خلف في"" مجلة المجتمع الكويتية"" في ذكرى وفاة الرافعي مقالا بعنوان: الرافعي نابغة الأدب و حجة العربي
وقال عنه محمد رشيد رضا منشئ مجلة ""المنار"": الأديب الأروع، والشاعر الناثر المبدع، صاحب الذوقِ الرقيق، والفهمِ الدقيق، الغواص على جواهر المعاني، الضارب على أوتار مثالثها والمثاني
و قال عنه المحدث أحمد محمد شاكر: إمام الكتاب في هذا العصر و حجة العرب
";https://www.sifatusafwa.com/ar/حول-اللغة-العربية/tarikh-adab-al-arab-by-mustafa-saadeq-al-rafe-ie.html
756;"هذه القراطيس تستمل على أربع رسائل للدكتور عبد العزيز بن علي الحربي (أستاذ التفسير و القراءات بجامعة أم القرى بمكة)
الحج مرة في العمر
الفول المبين في المتلول للجبين
معاني حروف المعجم (نظم وشرحه)
الموريات (ألغاز في العربية وغيرها)
";https://www.sifatusafwa.com/ar/حول-اللغة-العربية/various-epistles-of-dr-abdulaziz-ibn-ali-al-harbi.html
757;"قد كانت لأبي الخير محمد بن الجزري (833 هـ) معرفة واسعة بعلوم القرآن الكريم عامة و علم القراءات و التجويد خاصة, وقد حظيت جهوده في القراءات و علم التجويد بعناية الدارسين لكن أحدا لم يلتفت إلى جهوده في رسم المصحف لعدم الوقوف على كتاب مستقل له في الرسم و لأن المادة المتعلقة برسم المصحف جاءت متناثرة في كتابه ""النشر في القراءات العشر""إن اكتشاف كتاب في رسم المصحف من تأليف ابن الجزري أمر له أهميته العلمية، لأنه يكشف عن جانب علمي مهم غاب عن اهتمام الباحثينونظراً للمكانة العلمية التي يتميز بها ابن الجزري، وأهمية الوقوف على اختياراته في رسم المصحف، فإني وجدت أنه من المفيد تحقيقُ رسالته في الرسم، ووَضْعُهَا بين يدي المهتمين بتراث ابن الجزري العلمي، والمتخصصين برسم المصحف، لعلهم يجدون فيها ما يفيد في تحقيق بعض المسائل العلمية المتعلقة بالرسم، ويكشف عن جانب جديد من جوانب شخصية ابن الجزري العلميةاكتفى ابن الجزري في هذه الرسالة بعد المقدمة برسم الكلمات القرآنية على ما توجبه فواعد الرسم العثماني لكن كل كلمة كتبها يبين رسمها و ما فيها من حذف أو زيادة أو بدل أو همز أو فصل أو وصل
طبعة محققة و مشكولة
";https://www.sifatusafwa.com/ar/خط-و-رسم-المصاحف/al-bayan-fi-khatt-mushaf-uthman-al-jazari-ilm-rasm-al-kalimat.html
758;"من أشهر كتب علم النقط و الشكل أو علم الضبط و كان أول من صنف في هذا العلم الخليل بن أحمد الفراهيدي ثم صنف بعده جماعة من النحويين  و المقرئين لكن لم يصل إلينا تلك المؤلفات التي ترجع إلى ما قبل عصر الداني إلا القليل, و استطاع الداني أن يعوضنا بكتابه ""المحكم"" تلك الأصول المفقودة باعتماده كل كتب سابقيه فنقل نصوصا وافية منها
و تمتاز هذه الطبعة عن سابقاتها بثلاثة أمور
أنها الطبعة الأولى الكاملة للكتاب
الاعتماد على ست مخطوطات للكتاب
جودة الإخراج مع ضبط النص و التعريف بالأعلام
";https://www.sifatusafwa.com/ar/خط-و-رسم-المصاحف/al-muhkam-fi-ilm-naqt-al-masahif-imam-ad-dani-444h.html
759;"كان أحد علوم القرآن الكريم علم رسم المصاحف الذي يعنى بوصف طريقة رسم الكلمات في المصاحف العثمانية, وقد كتب عدد من علماء القراءة من التابعين و تابعيهم مؤلفات في وصف رسم الكلمات في المصحف, منهم ابن عامر و حمزة بن حبيب الزيات و نافع بن أبي نعيم و الكسائي و غيرهم
وكثرت المؤلفات في علم رسم المصحف على مر السنين لكن كثيرا من مؤلفات القرون الأولى فقدت نسختها الخطية الأصلية و بقيت مادتها في مؤلفات القرون المتأخرة و من تلك الكتب ""خط المصاحف"" لتاج القراء أبي القاسم الكرماني ( 500 هـ)
أشار أبو القاسم الكرماني في مقدمته إلى عدد من المؤلفات المشرقية في رسم المصحف حيث قال: ""قد جمع هذا من المتقدمين جماعة, منهم: محمد بن عيسى و أبو بكر بن مهران و ابن قاسم و أبو الحسين الدهان و الشيخ أبو الفضل الرازي و غيرهم من الأئمة"", و جميع كتب هؤلاء العلماء مفقودة
وصرح الكرماني بالنقل من تلك المؤلقات التي ذكرها في مقدمة كتابه و جاء كتابه على وجازته خلاصة لها و هي تمثل أهم كتب المشارقة المفقودة في علم رسم المصحف و فيها عدد من الروايات التي خالفت ما جاء في كتب أهل الأندلس و المغرب, و من ثم فإن كتاب ""خط المصاحف"" للكرماني يتبوأ مكانة متميزة في كتب الرسم و يقدم مادة جديدة تكشف عن بعض خصائص رسم المصحف و تفسر بعض مظاهر الكتابة العربية القديمة
طبعة محققة مع التشكيل لبعض النصوص
";https://www.sifatusafwa.com/ar/خط-و-رسم-المصاحف/khatt-al-masaahif-ilm-rasm-al-kalimat-al-kirmani.html
760;"منظومة رائية في رسم القرآن الكريم، وهي قصيدة في علوم القرآن، تفصِّل تاريخ وتطوُّر وأغراض علم تدوين القرآن بشكل صحيحتُستهل القصيدة بنظم في تاريخ رسم المصحف الشريفموضوع القصيدة الأساسي هو شرح منظوم للمسائل المتخصصة مثل رسم الحروف والحذف والإثبات ومعالجة موجزة للمسائل الإملائية التي تظهر في العديد من سور القرآنيمكن اعتبار هذه القصيدة دليلاً مصاحباً لدليل الشاطبي واسع الاستخدام للقراءات أو التلاوات السبعة المتفق عليها للقرآن المعروف باسم الشَّاطِبية
حققه و علق عليه الشيخ أيمن رشدي سويد (صاحب التجويد المصور, متخصص في علم التجويد و القراءات) و معه اسطوانة للمنظومة مقروءة بصوت الشيخ أيمن رشدي سويد
طبعة مشكولة
";https://www.sifatusafwa.com/ar/خط-و-رسم-المصاحف/mandhumah-aqilat-atrab-al-qasaid-al-shatibi-cd-audio.html
